Energy 	 Vol 	 L
-5.67086e-19	2.56387e-26	2.94871e-09
-5.69074e-19	2.59844e-26	2.9619e-09
-5.52225e-19	2.74684e-26	3.01725e-09
-5.57324e-19	2.80033e-26	3.03671e-09
-5.45161e-19	2.75671e-26	3.02086e-09
-5.4324e-19	2.81261e-26	3.04114e-09
-5.24745e-19	2.94584e-26	3.08842e-09
-5.47234e-19	2.86882e-26	3.06127e-09
-5.23561e-19	2.9799e-26	3.10028e-09
-5.5143e-19	2.86274e-26	3.0591e-09
-5.77506e-19	2.67193e-26	2.98957e-09
-5.57559e-19	2.81818e-26	3.04315e-09
-5.54981e-19	2.74378e-26	3.01613e-09
-5.64148e-19	2.71707e-26	3.00631e-09
-5.83913e-19	2.59323e-26	2.95992e-09
-6.00363e-19	2.52519e-26	2.93381e-09
-5.94673e-19	2.42723e-26	2.89537e-09
-5.94212e-19	2.41686e-26	2.89124e-09
-5.83871e-19	2.54415e-26	2.94113e-09
-5.76229e-19	2.54231e-26	2.94042e-09
-5.73339e-19	2.5547e-26	2.94519e-09
-5.62173e-19	2.63153e-26	2.97442e-09
-5.59953e-19	2.68843e-26	2.99571e-09
-5.61522e-19	2.61513e-26	2.96823e-09
-5.68787e-19	2.60996e-26	2.96627e-09
-5.7987e-19	2.52527e-26	2.93384e-09
-5.85081e-19	2.4818e-26	2.9169e-09
-5.94135e-19	2.39696e-26	2.88328e-09
-6.07465e-19	2.43373e-26	2.89795e-09
-6.2385e-19	2.35406e-26	2.86598e-09
-6.17687e-19	2.40838e-26	2.88785e-09
-6.22229e-19	2.40619e-26	2.88698e-09
-5.99954e-19	2.38999e-26	2.88048e-09
-6.16067e-19	2.41549e-26	2.89069e-09
-6.00138e-19	2.40915e-26	2.88816e-09
-6.17814e-19	2.33106e-26	2.85661e-09
-6.15855e-19	2.30646e-26	2.84653e-09
-6.17668e-19	2.306e-26	2.84634e-09
-5.87374e-19	2.37946e-26	2.87625e-09
-6.10026e-19	2.3634e-26	2.86976e-09
-6.10247e-19	2.33302e-26	2.85741e-09
-6.06253e-19	2.40341e-26	2.88586e-09
-6.22095e-19	2.35158e-26	2.86497e-09
-6.15735e-19	2.37523e-26	2.87454e-09
-6.01087e-19	2.42772e-26	2.89556e-09
-6.18864e-19	2.38039e-26	2.87662e-09
-6.17591e-19	2.43646e-26	2.89903e-09
-6.06268e-19	2.44002e-26	2.90045e-09
-6.15263e-19	2.43792e-26	2.89961e-09
-6.07686e-19	2.38787e-26	2.87963e-09
-6.44578e-19	2.32331e-26	2.85344e-09
-6.36865e-19	2.34411e-26	2.86193e-09
-6.50713e-19	2.31868e-26	2.85155e-09
-6.4484e-19	2.32637e-26	2.85469e-09
-6.53491e-19	2.31037e-26	2.84814e-09
-6.52483e-19	2.29096e-26	2.84014e-09
-6.6432e-19	2.26219e-26	2.8282e-09
-6.62068e-19	2.25265e-26	2.82422e-09
-6.54683e-19	2.30266e-26	2.84496e-09
-6.4533e-19	2.26445e-26	2.82914e-09
-6.37555e-19	2.34188e-26	2.86102e-09
-6.36744e-19	2.32449e-26	2.85392e-09
-6.18093e-19	2.331e-26	2.85659e-09
-6.21073e-19	2.31554e-26	2.85026e-09
-6.12793e-19	2.34133e-26	2.8608e-09
-6.06528e-19	2.40951e-26	2.8883e-09
-6.24657e-19	2.27485e-26	2.83346e-09
-5.95353e-19	2.38401e-26	2.87808e-09
-5.77158e-19	2.44542e-26	2.90258e-09
-5.82614e-19	2.38299e-26	2.87767e-09
-6.00138e-19	2.39909e-26	2.88413e-09
-6.00404e-19	2.34068e-26	2.86054e-09
-6.02257e-19	2.37871e-26	2.87594e-09
-6.12308e-19	2.33288e-26	2.85736e-09
-6.24386e-19	2.32982e-26	2.85611e-09
-6.25924e-19	2.32862e-26	2.85562e-09
-6.30925e-19	2.30199e-26	2.84469e-09
-6.14339e-19	2.28587e-26	2.83803e-09
-5.93153e-19	2.29787e-26	2.84299e-09
-6.25098e-19	2.18624e-26	2.79619e-09
-6.3892e-19	2.08378e-26	2.7518e-09
-6.2275e-19	2.22545e-26	2.8128e-09
-6.23926e-19	2.24961e-26	2.82294e-09
-6.36946e-19	2.20175e-26	2.80278e-09
-6.3213e-19	2.11744e-26	2.76654e-09
-6.31076e-19	2.19559e-26	2.80017e-09
-6.41814e-19	2.16518e-26	2.78718e-09
-6.21048e-19	2.21182e-26	2.80705e-09
-6.18974e-19	2.20822e-26	2.80553e-09
-6.28166e-19	2.18634e-26	2.79623e-09
-6.24466e-19	2.17526e-26	2.7915e-09
-6.49231e-19	2.08526e-26	2.75246e-09
-6.43737e-19	2.1205e-26	2.76787e-09
-6.19453e-19	2.11042e-26	2.76348e-09
-6.16377e-19	2.12411e-26	2.76944e-09
-6.14184e-19	2.10435e-26	2.76083e-09
-6.28053e-19	2.12523e-26	2.76993e-09
-6.09085e-19	2.13194e-26	2.77284e-09
-5.95441e-19	2.1765e-26	2.79203e-09
-6.15132e-19	2.17715e-26	2.79231e-09
-6.25172e-19	2.17228e-26	2.79022e-09
-6.30447e-19	2.16678e-26	2.78786e-09
-6.31279e-19	2.17924e-26	2.7932e-09
-6.33711e-19	2.19806e-26	2.80122e-09
-6.55012e-19	2.1808e-26	2.79386e-09
-6.40183e-19	2.22518e-26	2.81269e-09
-6.25915e-19	2.29425e-26	2.84149e-09
-6.40488e-19	2.22477e-26	2.81252e-09
-6.55034e-19	2.11241e-26	2.76435e-09
-6.32601e-19	2.25217e-26	2.82402e-09
-6.2041e-19	2.27355e-26	2.83293e-09
-6.458e-19	2.27083e-26	2.83179e-09
-6.5079e-19	2.19327e-26	2.79918e-09
-6.29335e-19	2.22601e-26	2.81304e-09
-6.56516e-19	2.19894e-26	2.80159e-09
-6.45221e-19	2.21249e-26	2.80733e-09
-6.46272e-19	2.24919e-26	2.82277e-09
-6.32633e-19	2.30634e-26	2.84648e-09
-6.23492e-19	2.34218e-26	2.86114e-09
-6.08367e-19	2.37177e-26	2.87315e-09
-6.06939e-19	2.31553e-26	2.85025e-09
-6.33887e-19	2.26536e-26	2.82952e-09
-6.28662e-19	2.25632e-26	2.82575e-09
-6.28775e-19	2.24089e-26	2.81929e-09
-6.54246e-19	2.19308e-26	2.7991e-09
-6.26278e-19	2.28535e-26	2.83781e-09
-6.37889e-19	2.27805e-26	2.83479e-09
-6.35246e-19	2.32573e-26	2.85443e-09
-6.46704e-19	2.31191e-26	2.84877e-09
-6.494e-19	2.26587e-26	2.82973e-09
-6.36173e-19	2.2676e-26	2.83045e-09
-6.27531e-19	2.34634e-26	2.86284e-09
-6.5969e-19	2.32612e-26	2.85459e-09
-6.52926e-19	2.28271e-26	2.83672e-09
-6.39328e-19	2.35907e-26	2.86801e-09
-6.45247e-19	2.27848e-26	2.83497e-09
-6.43361e-19	2.3017e-26	2.84457e-09
-6.44585e-19	2.25244e-26	2.82413e-09
-6.62404e-19	2.24144e-26	2.81952e-09
-6.40409e-19	2.29084e-26	2.84009e-09
-6.54352e-19	2.32361e-26	2.85357e-09
-6.62396e-19	2.28765e-26	2.83877e-09
-6.48591e-19	2.28373e-26	2.83715e-09
-6.67383e-19	2.20785e-26	2.80537e-09
-6.72157e-19	2.17295e-26	2.79051e-09
-6.59862e-19	2.25599e-26	2.82561e-09
-6.60298e-19	2.24955e-26	2.82292e-09
-6.55085e-19	2.1667e-26	2.78783e-09
-6.44145e-19	2.23722e-26	2.81775e-09
-6.56644e-19	2.19972e-26	2.80192e-09
-6.61203e-19	2.16198e-26	2.7858e-09
-6.41294e-19	2.22942e-26	2.81447e-09
-6.42704e-19	2.17212e-26	2.79015e-09
-6.56923e-19	2.17415e-26	2.79102e-09
-6.53113e-19	2.12446e-26	2.76959e-09
-6.55457e-19	2.14337e-26	2.77779e-09
-6.5969e-19	2.16994e-26	2.78922e-09
-6.59959e-19	2.23873e-26	2.81839e-09
-6.41296e-19	2.20195e-26	2.80287e-09
-6.30398e-19	2.23719e-26	2.81774e-09
-6.07996e-19	2.28393e-26	2.83723e-09
-5.9069e-19	2.44396e-26	2.902e-09
-5.80833e-19	2.55011e-26	2.94342e-09
-5.94738e-19	2.44292e-26	2.90159e-09
-5.98906e-19	2.50801e-26	2.92714e-09
-6.29278e-19	2.38779e-26	2.8796e-09
-6.31493e-19	2.40959e-26	2.88834e-09
-5.99706e-19	2.5384e-26	2.93891e-09
-5.96889e-19	2.45077e-26	2.9047e-09
-5.99343e-19	2.45943e-26	2.90812e-09
-5.95316e-19	2.44745e-26	2.90339e-09
-5.76202e-19	2.55734e-26	2.9462e-09
-5.98436e-19	2.5169e-26	2.93059e-09
-5.98365e-19	2.47997e-26	2.91619e-09
-5.80475e-19	2.57503e-26	2.95298e-09
-5.73729e-19	2.57503e-26	2.95298e-09
-5.81929e-19	2.50126e-26	2.92451e-09
-5.81118e-19	2.47315e-26	2.91351e-09
-5.95203e-19	2.45615e-26	2.90682e-09
-5.78861e-19	2.6026e-26	2.96348e-09
-6.00059e-19	2.51353e-26	2.92929e-09
-6.05344e-19	2.51353e-26	2.92929e-09
-6.32551e-19	2.4563e-26	2.90688e-09
-6.15514e-19	2.48772e-26	2.91922e-09
-6.01338e-19	2.50459e-26	2.9258e-09
-6.01552e-19	2.42106e-26	2.89291e-09
-6.18054e-19	2.41068e-26	2.88877e-09
-6.05296e-19	2.40676e-26	2.88721e-09
-6.0328e-19	2.42335e-26	2.89382e-09
-5.77331e-19	2.55402e-26	2.94493e-09
-5.8269e-19	2.43923e-26	2.90013e-09
-5.9555e-19	2.44178e-26	2.90114e-09
-5.91545e-19	2.49599e-26	2.92245e-09
-6.09649e-19	2.42263e-26	2.89353e-09
-6.01194e-19	2.41899e-26	2.89209e-09
-6.19023e-19	2.38001e-26	2.87647e-09
-6.07462e-19	2.35479e-26	2.86627e-09
-6.1963e-19	2.2667e-26	2.83007e-09
-6.24456e-19	2.36708e-26	2.87125e-09
-6.25369e-19	2.31453e-26	2.84984e-09
-6.27857e-19	2.29436e-26	2.84154e-09
-6.18136e-19	2.35206e-26	2.86516e-09
-6.26792e-19	2.28477e-26	2.83758e-09
-6.32279e-19	2.26455e-26	2.82918e-09
-6.28768e-19	2.30054e-26	2.84409e-09
-6.55747e-19	2.19686e-26	2.80071e-09
-6.33992e-19	2.2236e-26	2.81202e-09
-6.60537e-19	2.21365e-26	2.80782e-09
-6.67381e-19	2.19066e-26	2.79807e-09
-6.61141e-19	2.23916e-26	2.81857e-09
-6.22833e-19	2.24713e-26	2.82191e-09
-6.57456e-19	2.22706e-26	2.81348e-09
-6.40787e-19	2.34777e-26	2.86342e-09
-6.3393e-19	2.36236e-26	2.86934e-09
-6.49201e-19	2.3042e-26	2.8456e-09
-6.4793e-19	2.30053e-26	2.84409e-09
-6.36715e-19	2.29809e-26	2.84308e-09
-6.17996e-19	2.445e-26	2.90242e-09
-6.1584e-19	2.45241e-26	2.90534e-09
-6.246e-19	2.41548e-26	2.89069e-09
-6.26101e-19	2.52041e-26	2.93195e-09
-6.25766e-19	2.4545e-26	2.90617e-09
-6.36192e-19	2.43604e-26	2.89887e-09
-6.2604e-19	2.48227e-26	2.91709e-09
-6.03414e-19	2.48918e-26	2.91979e-09
-6.10548e-19	2.4494e-26	2.90415e-09
-6.08923e-19	2.44858e-26	2.90383e-09
-6.25725e-19	2.56779e-26	2.95021e-09
-6.35426e-19	2.51368e-26	2.92934e-09
-5.96624e-19	2.60425e-26	2.96411e-09
-6.0965e-19	2.60425e-26	2.96411e-09
-5.97179e-19	2.5572e-26	2.94615e-09
-6.11524e-19	2.52619e-26	2.93419e-09
-6.14643e-19	2.47707e-26	2.91505e-09
-6.1597e-19	2.37482e-26	2.87438e-09
-6.42664e-19	2.39937e-26	2.88425e-09
-6.26318e-19	2.43512e-26	2.8985e-09
-5.98883e-19	2.46339e-26	2.90967e-09
-6.20944e-19	2.42643e-26	2.89505e-09
-6.43953e-19	2.43745e-26	2.89942e-09
-6.26043e-19	2.43745e-26	2.89942e-09
-6.34804e-19	2.37425e-26	2.87415e-09
-6.32236e-19	2.42906e-26	2.89609e-09
-6.292e-19	2.46548e-26	2.9105e-09
-6.25046e-19	2.3877e-26	2.87956e-09
-6.30227e-19	2.46317e-26	2.90959e-09
-6.38803e-19	2.42232e-26	2.89341e-09
-6.3407e-19	2.40741e-26	2.88746e-09
-6.35362e-19	2.42643e-26	2.89505e-09
-6.475e-19	2.25932e-26	2.827e-09
-6.39386e-19	2.25786e-26	2.82639e-09
-6.56186e-19	2.26918e-26	2.83111e-09
-6.25694e-19	2.30258e-26	2.84493e-09
-6.29922e-19	2.36059e-26	2.86862e-09
-6.20937e-19	2.40573e-26	2.88679e-09
-6.04439e-19	2.43951e-26	2.90024e-09
-5.87105e-19	2.43951e-26	2.90024e-09
-5.91368e-19	2.49115e-26	2.92056e-09
-6.20094e-19	2.37041e-26	2.87259e-09
-6.20868e-19	2.38409e-26	2.87811e-09
-6.14819e-19	2.36768e-26	2.87149e-09
-6.03383e-19	2.39015e-26	2.88055e-09
-5.93374e-19	2.39015e-26	2.88055e-09
-5.84103e-19	2.56319e-26	2.94845e-09
-5.92363e-19	2.50439e-26	2.92573e-09
-6.23194e-19	2.438e-26	2.89965e-09
-6.14937e-19	2.44959e-26	2.90423e-09
-6.16075e-19	2.40241e-26	2.88546e-09
-6.02487e-19	2.49518e-26	2.92214e-09
-6.07614e-19	2.44466e-26	2.90228e-09
-5.92235e-19	2.56279e-26	2.94829e-09
-6.03358e-19	2.4937e-26	2.92156e-09
-6.03307e-19	2.57978e-26	2.95479e-09
-5.80743e-19	2.63162e-26	2.97446e-09
-5.62664e-19	2.76182e-26	3.02272e-09
-5.85417e-19	2.58963e-26	2.95855e-09
-5.84274e-19	2.55989e-26	2.94718e-09
-6.05859e-19	2.54191e-26	2.94027e-09
-6.10057e-19	2.54191e-26	2.94027e-09
-5.95383e-19	2.48137e-26	2.91674e-09
-6.13923e-19	2.55258e-26	2.94438e-09
-6.04281e-19	2.47816e-26	2.91548e-09
-5.85077e-19	2.62298e-26	2.9712e-09
-6.01883e-19	2.58733e-26	2.95768e-09
-6.08194e-19	2.5735e-26	2.95239e-09
-6.13145e-19	2.54641e-26	2.942e-09
-5.98204e-19	2.61474e-26	2.96808e-09
-6.07336e-19	2.54494e-26	2.94143e-09
-5.77789e-19	2.68241e-26	2.99347e-09
-5.78876e-19	2.68353e-26	2.99389e-09
-5.66697e-19	2.69562e-26	2.99838e-09
-6.10253e-19	2.53067e-26	2.93593e-09
-6.1445e-19	2.55153e-26	2.94397e-09
-6.13932e-19	2.48907e-26	2.91975e-09
-6.22647e-19	2.49152e-26	2.92071e-09
-6.28233e-19	2.51549e-26	2.93005e-09
-6.33452e-19	2.53051e-26	2.93586e-09
-6.22458e-19	2.50913e-26	2.92757e-09
-6.20853e-19	2.52415e-26	2.9334e-09
-6.26237e-19	2.52847e-26	2.93508e-09
-6.39311e-19	2.4936e-26	2.92152e-09
-6.34289e-19	2.43292e-26	2.89763e-09
-6.28538e-19	2.50769e-26	2.92701e-09
-6.5027e-19	2.3609e-26	2.86875e-09
-6.42184e-19	2.37663e-26	2.87511e-09
-6.38889e-19	2.3881e-26	2.87972e-09
-6.56086e-19	2.31559e-26	2.85028e-09
-6.54001e-19	2.25182e-26	2.82387e-09
-6.59483e-19	2.25182e-26	2.82387e-09
-6.57451e-19	2.27704e-26	2.83437e-09
-6.51343e-19	2.24816e-26	2.82234e-09
-6.25785e-19	2.40041e-26	2.88466e-09
-6.30921e-19	2.39706e-26	2.88332e-09
-6.38215e-19	2.32968e-26	2.85605e-09
-6.70125e-19	2.29003e-26	2.83975e-09
-6.5411e-19	2.36524e-26	2.87051e-09
-6.39527e-19	2.41934e-26	2.89223e-09
-6.4106e-19	2.51008e-26	2.92794e-09
-6.37297e-19	2.48734e-26	2.91907e-09
-6.34303e-19	2.50415e-26	2.92563e-09
-6.54772e-19	2.4873e-26	2.91906e-09
-6.55185e-19	2.54778e-26	2.94253e-09
-6.34216e-19	2.52859e-26	2.93512e-09
-6.25382e-19	2.56795e-26	2.95027e-09
-6.30474e-19	2.54959e-26	2.94323e-09
-6.40517e-19	2.49553e-26	2.92227e-09
-6.31868e-19	2.5503e-26	2.9435e-09
-6.32305e-19	2.56036e-26	2.94736e-09
-6.31876e-19	2.54236e-26	2.94044e-09
-6.34994e-19	2.48258e-26	2.91721e-09
-6.4988e-19	2.48258e-26	2.91721e-09
-6.26789e-19	2.56888e-26	2.95063e-09
-6.44516e-19	2.43555e-26	2.89867e-09
-6.36826e-19	2.5066e-26	2.92659e-09
-6.36583e-19	2.57164e-26	2.95169e-09
-6.31617e-19	2.56971e-26	2.95095e-09
-6.29217e-19	2.61475e-26	2.96809e-09
-6.37191e-19	2.61357e-26	2.96764e-09
-6.36194e-19	2.59896e-26	2.9621e-09
-6.39037e-19	2.57058e-26	2.95128e-09
-6.32179e-19	2.66631e-26	2.98747e-09
-6.16156e-19	2.71813e-26	3.0067e-09
-5.97274e-19	2.70821e-26	3.00304e-09
-5.98943e-19	2.90336e-26	3.0735e-09
-6.00872e-19	2.79847e-26	3.03604e-09
-5.89321e-19	2.7375e-26	3.01382e-09
-6.11265e-19	2.72384e-26	3.0088e-09
-6.34024e-19	2.63001e-26	2.97385e-09
-6.18305e-19	2.67491e-26	2.99068e-09
-6.29946e-19	2.67929e-26	2.99231e-09
-6.56828e-19	2.59793e-26	2.96171e-09
-6.45223e-19	2.65905e-26	2.98476e-09
-6.53445e-19	2.66183e-26	2.9858e-09
-6.49231e-19	2.58409e-26	2.95644e-09
-6.4976e-19	2.61047e-26	2.96647e-09
-6.55205e-19	2.58744e-26	2.95772e-09
-6.41788e-19	2.60971e-26	2.96618e-09
-6.42324e-19	2.61687e-26	2.96889e-09
-6.3791e-19	2.61687e-26	2.96889e-09
-6.58923e-19	2.59122e-26	2.95916e-09
-6.4193e-19	2.61445e-26	2.96797e-09
-6.28687e-19	2.6473e-26	2.98035e-09
-6.06064e-19	2.80676e-26	3.03903e-09
-6.36245e-19	2.66682e-26	2.98766e-09
-6.35402e-19	2.65179e-26	2.98204e-09
-6.43806e-19	2.64997e-26	2.98135e-09
-6.5632e-19	2.68527e-26	2.99453e-09
-6.55459e-19	2.71437e-26	3.00531e-09
-6.46114e-19	2.74377e-26	3.01612e-09
-6.64381e-19	2.71428e-26	3.00528e-09
-6.77883e-19	2.75261e-26	3.01936e-09
-6.7089e-19	2.73676e-26	3.01355e-09
-6.63539e-19	2.7352e-26	3.01298e-09
-6.5974e-19	2.83544e-26	3.04935e-09
-6.48174e-19	2.83274e-26	3.04838e-09
-6.10764e-19	2.94753e-26	3.08901e-09
-6.04239e-19	2.97906e-26	3.09999e-09
-6.18076e-19	2.87877e-26	3.0648e-09
-6.13879e-19	2.94604e-26	3.08849e-09
-6.02282e-19	3.11942e-26	3.14793e-09
-6.00212e-19	3.08197e-26	3.13528e-09
-5.85555e-19	3.03286e-26	3.11854e-09
-5.97921e-19	2.86175e-26	3.05875e-09
-6.15084e-19	2.81449e-26	3.04182e-09
-6.31343e-19	2.86252e-26	3.05902e-09
-6.29446e-19	2.78227e-26	3.03017e-09
-6.21701e-19	2.91194e-26	3.07653e-09
-6.17102e-19	2.88158e-26	3.0658e-09
-6.27762e-19	2.88384e-26	3.0666e-09
-6.40014e-19	2.8601e-26	3.05816e-09
-6.26527e-19	2.84278e-26	3.05198e-09
-6.35068e-19	2.91138e-26	3.07633e-09
-6.39854e-19	2.88927e-26	3.06852e-09
-6.23762e-19	2.9103e-26	3.07595e-09
-6.49785e-19	2.74539e-26	3.01672e-09
-6.42267e-19	2.88732e-26	3.06783e-09
-6.25769e-19	2.86594e-26	3.06024e-09
-6.37916e-19	2.81346e-26	3.04145e-09
-6.35606e-19	2.87251e-26	3.06258e-09
-6.33325e-19	2.87067e-26	3.06192e-09
-6.34637e-19	2.85348e-26	3.0558e-09
-6.25408e-19	2.91907e-26	3.07904e-09
-5.99471e-19	3.01028e-26	3.11078e-09
-6.18991e-19	2.98343e-26	3.1015e-09
-5.95432e-19	3.05996e-26	3.1278e-09
-6.27736e-19	2.93778e-26	3.0856e-09
-6.15524e-19	2.87384e-26	3.06305e-09
-6.2713e-19	2.89841e-26	3.07175e-09
-6.15205e-19	2.95022e-26	3.08995e-09
-6.08617e-19	2.95517e-26	3.09168e-09
-6.01936e-19	3.10606e-26	3.14343e-09
-6.09891e-19	3.10944e-26	3.14457e-09
-6.03847e-19	2.96817e-26	3.0962e-09
-6.30155e-19	2.88891e-26	3.0684e-09
-5.9064e-19	3.06425e-26	3.12926e-09
-5.88659e-19	3.0644e-26	3.12931e-09
-5.96647e-19	3.02128e-26	3.11456e-09
-5.86604e-19	3.01133e-26	3.11114e-09
-6.03063e-19	2.94379e-26	3.0877e-09
-6.08174e-19	3.01611e-26	3.11278e-09
-6.24547e-19	2.97977e-26	3.10023e-09
-5.91732e-19	3.05258e-26	3.12528e-09
-5.82723e-19	3.04911e-26	3.1241e-09
-5.80934e-19	3.11967e-26	3.14801e-09
-5.83552e-19	3.08149e-26	3.13512e-09
-5.92134e-19	3.06759e-26	3.1304e-09
-5.95395e-19	3.06759e-26	3.1304e-09
-5.90474e-19	3.01953e-26	3.11396e-09
-5.74019e-19	3.16648e-26	3.16368e-09
-5.70214e-19	3.14605e-26	3.15686e-09
-5.65299e-19	3.2085e-26	3.17761e-09
-5.51283e-19	3.28405e-26	3.20236e-09
-5.58457e-19	3.23378e-26	3.18593e-09
-5.63401e-19	3.27991e-26	3.20101e-09
-5.90604e-19	3.1729e-26	3.16581e-09
-5.91648e-19	3.03314e-26	3.11863e-09
-5.7797e-19	3.18215e-26	3.16889e-09
-5.79508e-19	3.13773e-26	3.15407e-09
-5.71559e-19	3.14208e-26	3.15553e-09
-5.48186e-19	3.20958e-26	3.17797e-09
-5.57424e-19	3.18381e-26	3.16944e-09
-5.48736e-19	3.22803e-26	3.18405e-09
-5.39677e-19	3.23074e-26	3.18494e-09
-5.44207e-19	3.34837e-26	3.22313e-09
-5.42926e-19	3.47393e-26	3.26293e-09
-5.3507e-19	3.45589e-26	3.25727e-09
-5.51196e-19	3.35803e-26	3.22623e-09
-5.63327e-19	3.30622e-26	3.20955e-09
-5.35866e-19	3.36417e-26	3.22819e-09
-5.33996e-19	3.45869e-26	3.25814e-09
-5.52266e-19	3.26758e-26	3.197e-09
-5.47915e-19	3.32984e-26	3.21717e-09
-5.20819e-19	3.36954e-26	3.22991e-09
-5.45327e-19	3.31127e-26	3.21118e-09
-5.23342e-19	3.47091e-26	3.26198e-09
-5.48533e-19	3.48261e-26	3.26564e-09
-5.5537e-19	3.42257e-26	3.24676e-09
-5.40309e-19	3.42313e-26	3.24694e-09
-5.59141e-19	3.3933e-26	3.23748e-09
-5.50992e-19	3.52809e-26	3.27979e-09
-5.59168e-19	3.50646e-26	3.27308e-09
-5.68513e-19	3.4854e-26	3.26651e-09
-5.96903e-19	3.37644e-26	3.23211e-09
-5.8281e-19	3.46345e-26	3.25964e-09
-5.74201e-19	3.52472e-26	3.27875e-09
-5.61875e-19	3.61364e-26	3.30609e-09
-5.68849e-19	3.58843e-26	3.29839e-09
-5.55576e-19	3.59678e-26	3.30094e-09
-5.48489e-19	3.50785e-26	3.27351e-09
-5.48438e-19	3.56551e-26	3.29135e-09
-5.39947e-19	3.48045e-26	3.26496e-09
-5.70976e-19	3.48266e-26	3.26566e-09
-5.55507e-19	3.67577e-26	3.32493e-09
-5.61806e-19	3.63855e-26	3.31367e-09
-5.56918e-19	3.56217e-26	3.29032e-09
-5.67971e-19	3.55223e-26	3.28726e-09
-5.45503e-19	3.61513e-26	3.30655e-09
-5.46409e-19	3.4872e-26	3.26707e-09
-5.41244e-19	3.57695e-26	3.29487e-09
-5.53209e-19	3.54208e-26	3.28412e-09
-5.63295e-19	3.51936e-26	3.27709e-09
-5.56621e-19	3.50913e-26	3.27391e-09
-5.6123e-19	3.59686e-26	3.30097e-09
-5.74601e-19	3.50051e-26	3.27123e-09
-5.75431e-19	3.50051e-26	3.27123e-09
-5.81955e-19	3.47776e-26	3.26412e-09
-6.08561e-19	3.36818e-26	3.22947e-09
-6.10247e-19	3.39804e-26	3.23899e-09
-5.89943e-19	3.41658e-26	3.24487e-09
-5.97023e-19	3.39743e-26	3.2388e-09
-5.99761e-19	3.40314e-26	3.24061e-09
-6.01588e-19	3.40642e-26	3.24165e-09
-6.22957e-19	3.30349e-26	3.20866e-09
-6.27813e-19	3.30349e-26	3.20866e-09
-6.40758e-19	3.17509e-26	3.16654e-09
-6.2642e-19	3.30533e-26	3.20926e-09
-6.30769e-19	3.31505e-26	3.2124e-09
-6.15667e-19	3.39178e-26	3.237e-09
-6.33086e-19	3.26208e-26	3.1952e-09
-5.99596e-19	3.37101e-26	3.23038e-09
-5.9858e-19	3.37492e-26	3.23163e-09
-5.99117e-19	3.33227e-26	3.21796e-09
-5.84378e-19	3.33959e-26	3.22031e-09
-5.95899e-19	3.27622e-26	3.19981e-09
-6.14134e-19	3.16099e-26	3.16185e-09
-6.19258e-19	3.17615e-26	3.16689e-09
-6.20719e-19	3.25848e-26	3.19403e-09
-6.33542e-19	3.19882e-26	3.17441e-09
-6.12469e-19	3.19599e-26	3.17348e-09
-6.08229e-19	3.28553e-26	3.20284e-09
-5.9344e-19	3.43292e-26	3.25003e-09
-5.88935e-19	3.38672e-26	3.23539e-09
-5.95695e-19	3.38672e-26	3.23539e-09
-5.78583e-19	3.32163e-26	3.21453e-09
-5.71169e-19	3.49433e-26	3.2693e-09
-5.70495e-19	3.46059e-26	3.25874e-09
-5.66052e-19	3.4701e-26	3.26173e-09
-5.56801e-19	3.5046e-26	3.2725e-09
-5.75052e-19	3.45474e-26	3.25691e-09
-5.7949e-19	3.50731e-26	3.27334e-09
-5.76178e-19	3.47859e-26	3.26438e-09
-5.6339e-19	3.45675e-26	3.25754e-09
-5.67945e-19	3.50003e-26	3.27108e-09
-5.79939e-19	3.50003e-26	3.27108e-09
-6.07008e-19	3.32129e-26	3.21442e-09
-5.93758e-19	3.42493e-26	3.24751e-09
-6.01007e-19	3.38548e-26	3.23499e-09
-6.03051e-19	3.382e-26	3.23388e-09
-6.01419e-19	3.4424e-26	3.25302e-09
-6.11269e-19	3.29348e-26	3.20542e-09
-6.11263e-19	3.43384e-26	3.25032e-09
-6.105e-19	3.38946e-26	3.23626e-09
-6.13077e-19	3.39e-26	3.23643e-09
-6.27535e-19	3.35079e-26	3.22391e-09
-6.22861e-19	3.39163e-26	3.23695e-09
-6.3037e-19	3.35871e-26	3.22644e-09
-6.15275e-19	3.28077e-26	3.20129e-09
-6.22708e-19	3.32245e-26	3.21479e-09
-6.15958e-19	3.44268e-26	3.25311e-09
-6.02985e-19	3.4227e-26	3.2468e-09
-6.20084e-19	3.3356e-26	3.21903e-09
-6.1589e-19	3.40156e-26	3.24011e-09
-6.29037e-19	3.48261e-26	3.26564e-09
-6.37017e-19	3.39427e-26	3.23779e-09
-6.14822e-19	3.49517e-26	3.26956e-09
-5.97893e-19	3.51846e-26	3.27681e-09
-6.33868e-19	3.44475e-26	3.25376e-09
-6.11591e-19	3.67422e-26	3.32446e-09
-6.17587e-19	3.45457e-26	3.25685e-09
-6.10169e-19	3.69874e-26	3.33184e-09
-6.02631e-19	3.74584e-26	3.34593e-09
-6.06731e-19	3.76445e-26	3.35146e-09
-5.92694e-19	3.88409e-26	3.3866e-09
-6.05536e-19	3.87037e-26	3.3826e-09
-6.18539e-19	3.83129e-26	3.37118e-09
-6.28174e-19	3.83818e-26	3.3732e-09
-6.26786e-19	3.96182e-26	3.40904e-09
-6.13993e-19	3.85218e-26	3.37729e-09
-6.16698e-19	3.86114e-26	3.37991e-09
-6.03944e-19	3.93541e-26	3.40145e-09
